# LOTR Conquest Custom Audio Event List
# Generated: 2026-01-22 15:17:10
# Total Events: 2782
#
# To customize an event, create an audio file in:
#   ConquestDir/ConquestMods/audio/{EventName}.wav (or .mp3, .ogg, .flac)
#
# Format: EventID | Bank | EventName
# ==============================================

0x002B4C8B | VO_Isengard | VO_Isengard-0090
0x9F02445E | ChatterHeroGimli | ChatterHeroGimli-0116
0x9F19C007 | VO_Osgiliath | VO_Osgiliath-0193
0x9F596C81 | ChatterHeroGandalf | ChatterHeroGandalf-0099
0x9F596C82 | ChatterHeroGandalf | ChatterHeroGandalf-0101
0x9F596C83 | ChatterHeroGandalf | ChatterHeroGandalf-0103
0x9FB541E5 | ChatterHeroWormtongue | ChatterHeroWormtongue-0124
0x9FB541E6 | ChatterHeroWormtongue | ChatterHeroWormtongue-0126
0x9FB541E7 | ChatterHeroWormtongue | ChatterHeroWormtongue-0128
0xA005D174 | Music | stop_helms_deep
0xA0378CD3 | VO_Moria | play_vo_mor_obj4_killmage_complete
0xA03EB428 | ChatterHobbit | ChatterHobbit-0522
0xA03EB429 | ChatterHobbit | ChatterHobbit-0520
0xA03EB42A | ChatterHobbit | ChatterHobbit-0518
0xA03EB42F | ChatterHobbit | ChatterHobbit-0524
0xA0530524 | VO_Weathertop | VO_Weathertop-0056
0xA08A49B7 | HeroWitchKing | witchking_sa1
0xA141F480 | UI | UI-0056
0xA166D0B2 | Creatures | hit_vocal
0xA17A4A6C | VO_Trng | play_vo_trn_magelightning_reminder_03
0xA17A4A6D | VO_Trng | play_vo_trn_magelightning_reminder_02
0xA17A4A6E | VO_Trng | play_vo_trn_magelightning_reminder_01
0xA17B04C9 | Level_Isengard | amb_creaky_bridge
0xA17FF5B5 | BaseCombat | BaseCombat-0754
0xA1D95DE0 | VO_Moria | play_vo_mor_obj011_new_caves_v1
0xA202F76A | VoiceOver | play_vo_ctf_onecapleftgood_v1
0xA2091444 | ChatterElf | ChatterElf-0457
0xA2091445 | ChatterElf | ChatterElf-0455
0xA2091446 | ChatterElf | ChatterElf-0453
0xA26740FA | VO_Moria | vo_mor_obj10_remind_bridge_v1
0xA270D555 | ChatterUruk | ChatterUruk-0424
0xA270D556 | ChatterUruk | ChatterUruk-0426
0xA270D557 | ChatterUruk | ChatterUruk-0428
0xA274A86D | Music | play_isengard
0xA2762FB5 | Level_MinasTir | crown_pickup
0xA297E613 | Level_Isengard | play_isen_outro
0xA2B5CAA1 | VO_BlackGates | play_vo_bkg_good_obj03_complete_v1
0xA2CB7B58 | VO_Rivendell | play_vo_rvd_obj02_remind_gatecp_v2
0xA2CB7B59 | VO_Rivendell | play_vo_rvd_obj02_remind_gatecp_v3
0xA2CB7B5B | VO_Rivendell | play_vo_rvd_obj02_remind_gatecp_v1
0xA30CFD28 | ChatterEvilHuman | ChatterEvilHuman-0560
0xA30CFD2A | ChatterEvilHuman | ChatterEvilHuman-0564
0xA30CFD2B | ChatterEvilHuman | ChatterEvilHuman-0562
0xA380338C | VO_Pelennor | play_vo_plf_obj02_remind_towers_v2
0xA380338D | VO_Pelennor | play_vo_plf_obj02_remind_towers_v3
0xA380338F | VO_Pelennor | play_vo_plf_obj02_remind_towers_v1
0xA391A686 | VO_Weathertop | VO_Weathertop-0096
0xA3C11BD0 | VoiceOver | VoiceOver-0342
0xA400D280 | VO_Moria | play_vo_mor_obj02_new_caves_v1
0xA460C451 | ChatterHeroBalrog | ChatterHeroBalrog-0068
0xA460C452 | ChatterHeroBalrog | ChatterHeroBalrog-0070
0xA460C453 | ChatterHeroBalrog | ChatterHeroBalrog-0072
0xA467C0B3 | VO_Osgiliath | VO_Osgiliath-0141
0xA47053E6 | VO_Osgiliath | play_vo_osg_evil_obj02_complete_forumrace_v2
0xA473ECAC | SFXEnt | ent_ripenemy
0xA4A8E159 | Level_Osgiliath | stop_arrows_impact_multi
0xA4DDEFB1 | Level_MountDoom | ChatterHeroNazgul-0138
0xA4DDEFB2 | Level_MountDoom | ChatterHeroNazgul-0140
0xA4DDEFB3 | Level_MountDoom | ChatterHeroNazgul-0142
0xA501529B | Effects | hand_grab
0xA514A641 | ChatterHobbit | ChatterHobbit-0732
0xA514A642 | ChatterHobbit | ChatterHobbit-0734
0xA514A643 | ChatterHobbit | ChatterHobbit-0736
0xA514A644 | ChatterHobbit | ChatterHobbit-0738
0xA52A1293 | VO_Rivendell | VO_Rivendell-0088
0xA550E77C | Level_MinasMorg | Level_MinasMorg-0219
0xA56AF75C | Level_BlackGates | black_gates_open_st
0xA5D460EA | BaseCombat | stop_ability
0xA5D62C20 | Music | music_change_obj_06
0xA5D62C21 | Music | music_change_obj_07
0xA5D62C22 | Music | music_change_obj_04
0xA5D62C23 | Music | music_change_obj_05
0xA5D62C24 | Music | music_change_obj_02
0xA5D62C25 | Music | music_change_obj_03
0xA5D62C27 | Music | music_change_obj_01
0xA5D62C2E | Music | music_change_obj_08
0xA5D62C2F | Music | music_change_obj_09
0xA638E929 | ChatterElf | ChatterElf-0441
0xA638E92A | ChatterElf | ChatterElf-0443
0xA638E92B | ChatterElf | ChatterElf-0445
0xA651768B | VO_Rivendell | play_vo_rvd_obj04_complete_belltower_v1
0xA692AA95 | VO_HelmsDeep | play_vo_hmd_obj011_remind_breach_v1
0xA692AA96 | VO_HelmsDeep | play_vo_hmd_obj011_remind_breach_v2
0xA692AA97 | VO_HelmsDeep | play_vo_hmd_obj011_remind_breach_v3
0xA695F803 | VoiceOver | VoiceOver-0380
0xA6A6E54C | VO_MinasMorg | VO_MinasMorg-0152
0xA6A6E54D | VO_MinasMorg | VO_MinasMorg-0154
0xA6A6E54F | VO_MinasMorg | VO_MinasMorg-0150
0xA6D62D99 | Music | music_change_obj_10
0xA6D835D7 | HeroSaruman | HeroSaruman-0040
0xA72AAB5F | SFXFellBeast | Level_Shire-0088
0xA73C6514 | ChatterHeroSauron | ChatterHeroSauron-0140
0xA73C6516 | ChatterHeroSauron | ChatterHeroSauron-0144
0xA73C6517 | ChatterHeroSauron | ChatterHeroSauron-0142
0xA7568428 | VO_HelmsDeep | play_vo_hmd_obj10_complete_battlefield_v2
0xA75BCAC4 | VO_Pelennor | play_vo_plf_obj07_remind_witchking_v3
0xA75BCAC5 | VO_Pelennor | play_vo_plf_obj07_remind_witchking_v2
0xA75BCAC6 | VO_Pelennor | play_vo_plf_obj07_remind_witchking_v1
0xA7CBA530 | VO_MinasTir | play_vo_mst_obj01_update_maingate_v1
0xA7D39CB8 | Effects | pickup_throw
0xA7E25332 | HeroWitchKing | nazgul_flip
0xA7F65332 | VO_MinasTir | vo_mstt_obj07_new_throne_v1
0xA7FEA73D | VO_HelmsDeep | play_vo_hmd_obj04_new_innerkeep_v2
0xA7FEA73E | VO_HelmsDeep | play_vo_hmd_obj04_new_innerkeep_v1
0xA870A6F5 | ChatterEvilHuman | ChatterEvilHuman-0598
0xA878F257 | Music | play_shire
0xA89B2F54 | Level_Trng | orc_attack
0xA91F0B79 | Music | stop_music
0xA9320E0A | Effects | stop_fire_ball_travel_lp
0xA98AFD91 | VO_MinasTir | vo_mst_obj01_remind_maingate_v1
0xA98AFD92 | VO_MinasTir | vo_mst_obj01_remind_maingate_v2
0xA99453ED | VO_HelmsDeep | play_vo_hmd_obj10_remind_battlefield_v1
0xA99453EE | VO_HelmsDeep | play_vo_hmd_obj10_remind_battlefield_v2
0xA99453EF | VO_HelmsDeep | play_vo_hmd_obj10_remind_battlefield_v3
0xA9B4EA34 | ChatterGondor | ChatterGondor-0457
0xA9B4EA35 | ChatterGondor | ChatterGondor-0455
0xA9B4EA36 | ChatterGondor | ChatterGondor-0453
0xA9BC16FC | Ambience | stop_battle_intensity
0xA9EC3710 | VO_Isengard | VO_Isengard-0070
0xAA072425 | ChatterGondor | ChatterGondor-0585
0xAA072426 | ChatterGondor | ChatterGondor-0587
0xAA072427 | ChatterGondor | ChatterGondor-0589
0xAA12243A | VO_Osgiliath | play_vo_osg_evil_obj01_update_introflare_v1
0xAA17BDA2 | BaseCombat | BaseCombat-0744
0xAA69C868 | ChatterHeroTheoden | ChatterHeroTheoden-0089
0xAA69C86A | ChatterHeroTheoden | ChatterHeroTheoden-0093
0xAA69C86B | ChatterHeroTheoden | ChatterHeroTheoden-0091
0xAA69C86D | ChatterHeroTheoden | ChatterHeroTheoden-0095
0xAA765B76 | VO_BlackGates | play_vo_bkg_obj07_complete_cap_camp_v1
0xAA8B26E7 | Level_MinasTir | ram_door_break_evil
0xAAFBC8E8 | ChatterHobbit | ChatterHobbit-0696
0xAAFBC8E9 | ChatterHobbit | ChatterHobbit-0694
0xAAFBC8EA | ChatterHobbit | ChatterHobbit-0692
0xAAFBC8EF | ChatterHobbit | ChatterHobbit-0698
0xAB1DBA46 | VO_Shire | play_vo_shr_obj5_new_destroyhomes
0xAB23C8BF | SFXTroll | troll_taunt
0xAB36A2F7 | Effects | ladder_mount
0xAB84E01F | VO_Trng | play_vo_trn_warriorcrowdbreaker_new_01
0xAB93D48C | VO_Osgiliath | play_vo_osg_good_obj01_defeat_v1
0xAB9FCF69 | VO_Shire | VO_Shire-0175
0xABA9AA4A | VO_MountDoom | play_vo_dom_obj05_remind_frodo_v1
0xABE92D08 | VO_MountDoom | play_vo_dom_obj04_complete_ritual_v1
0xABF7BC91 | VoiceOver | play_vo_cq_50pointsleftgood_v1
0xAC2A9A57 | Effects | cp_capture
0xAC2AB714 | VO_Osgiliath | play_vo_osg_good_obj07_new_sanctuary_v1
0xAC4E7CAC | VO_MinasMorg | VO_MinasMorg-0064
0xAC4E7CAD | VO_MinasMorg | VO_MinasMorg-0066
0xAC4E7CAF | VO_MinasMorg | VO_MinasMorg-0062
0xAC595A49 | Level_MinasMorg | play_amb_mtn_wind_mono
0xAC8C3F12 | SFXSiegeTower | siege_tower_door_open
0xACA7D067 | VO_Rivendell | play_vo_rvd_obj07_new_ring_v1
0xACE872E6 | VO_Trng | VO_Trng-0172
0xAD07827A | VO_Osgiliath | play_vo_osg_evil_obj02_new_forumrace_v1
0xAD674DD3 | VO_MinasTir | vo_mstt_obj03_new_crown_v1
0xAD8395CB | VO_Rivendell | play_vo_rvd_obj04a_new_belltower_v1
0xADB421B4 | VoiceOver | play_vo_ctf_goodcappedring_v1
0xADD7B663 | Level_MountDoom | Level_MountDoom-0192
0xADF48265 | Effects | foley_sharpensword
0xAE2392C4 | ChatterOrc | ChatterOrc-0428
0xAE2392C6 | ChatterOrc | ChatterOrc-0432
0xAE2392C7 | ChatterOrc | ChatterOrc-0430
0xAE2DCDEC | HeroLegolas | stop_legolas_shieldgrind_loop
0xAE383CB3 | VO_BlackGates | play_vo_bkg_good_obj01_complete_v1
0xAE497713 | SFXEagle | eagle_wing_flap
0xAE49B000 | VO_Trng | play_vo_trn_finalassault_remind_03_alt
0xAE4EC55A | VO_Shire | VO_Shire-0159
0xAE696F6F | VO_Trng | play_vo_trn_needarcher_new_01
0xAE6EB3AF | Effects | firewall_by
0xAEC363DF | Music | play_music
0xAF375704 | ChatterRohan | ChatterRohan-0539
0xAF375705 | ChatterRohan | ChatterRohan-0541
0xAF375707 | ChatterRohan | ChatterRohan-0537
0xAF49AE98 | VO_Weathertop | VO_Weathertop-0132
0xAF5084D3 | VO_Isengard | play_vo_igd_obj05_complete_key_v1
0xAF826849 | VoiceOver | VoiceOver-0392
0xAFA42149 | ChatterHeroLegolas | ChatterHeroLegolas-0132
0xAFA4214A | ChatterHeroLegolas | ChatterHeroLegolas-0134
0xAFA4214B | ChatterHeroLegolas | ChatterHeroLegolas-0136
0xAFB26DFD | VO_BlackGates | VO_BlackGates-0100
0xB0030CDE | Level_Trng | Level_HelmsDeep-0222
0xB011193E | VO_MinasMorg | play_vo_mgl_obj06_new_towers_v1
0xB01DAA15 | VoiceOver | VoiceOver-0402
0xB03C6DCA | ChatterHobbit | ChatterHobbit-0722
0xB03C6DCC | ChatterHobbit | ChatterHobbit-0718
0xB03C6DCD | ChatterHobbit | ChatterHobbit-0720
0xB03C6DCF | ChatterHobbit | ChatterHobbit-0716
0xB04D02BF | Level_Osgiliath | Level_Isengard-0223
0xB0B3E6B9 | VO_Rivendell | play_vo_rvd_obj07a_complete_ring_v1
0xB100C420 | ChatterHeroGimli | ChatterHeroGimli-0112
0xB100C421 | ChatterHeroGimli | ChatterHeroGimli-0114
0xB100C423 | ChatterHeroGimli | ChatterHeroGimli-0110
0xB1451A02 | SFXBalrog | balrog_land
0xB1495FF0 | Level_MinasMorg | morgul_crystal_damage
0xB1869FF4 | VoiceOver | play_vo_chat_onelife_uruk1_v1
0xB1869FF6 | VoiceOver | play_vo_chat_onelife_uruk1_v3
0xB1869FF7 | VoiceOver | play_vo_chat_onelife_uruk1_v2
0xB1D6F4AC | ChatterHeroLegolas | ChatterHeroLegolas-0130
0xB1D6F4AD | ChatterHeroLegolas | ChatterHeroLegolas-0128
0xB1D6F4AE | ChatterHeroLegolas | ChatterHeroLegolas-0126
0xB1EB20A9 | VO_MinasMorg | play_vo_mgl_obj03a_new_courtyard_v1
0xB21877C4 | ChatterEvilHuman | ChatterEvilHuman-0568
0xB21877C5 | ChatterEvilHuman | ChatterEvilHuman-0570
0xB21877C7 | ChatterEvilHuman | ChatterEvilHuman-0566
0xB24D2915 | VoiceOver | play_vo_ctf_onecapleftevil_v1
0xB26D2858 | ChatterHeroElrond | ChatterHeroElrond-0105
0xB26D2859 | ChatterHeroElrond | ChatterHeroElrond-0103
0xB26D285A | ChatterHeroElrond | ChatterHeroElrond-0101
0xB29A8402 | VO_Trng | play_vo_trn_sauron_new_01
0xB2C023DE | VO_Shire | play_vo_shr_killhobbits_add_new
0xB2D31CCA | Level_Moria | wood_door_pound
0xB3223E9C | ChatterGondor | ChatterGondor-0517
0xB3223E9D | ChatterGondor | ChatterGondor-0515
0xB3223E9E | ChatterGondor | ChatterGondor-0513
0xB38DABE5 | VO_Rivendell | play_vo_rvd_obj03_remind_rivercp_v1
0xB38DABE6 | VO_Rivendell | play_vo_rvd_obj03_remind_rivercp_v2
0xB38DABE7 | VO_Rivendell | play_vo_rvd_obj03_remind_rivercp_v3
0xB396836D | ChatterHeroMouth | ChatterHeroMouth-0096
0xB3AC1598 | VO_Moria | play_vo_mor_evil_obj03_remind_captain_v2
0xB3AC1599 | VO_Moria | play_vo_mor_evil_obj03_remind_captain_v3
0xB3AC159B | VO_Moria | play_vo_mor_evil_obj03_remind_captain_v1
0xB3BB543C | VO_MinasTir | play_vo_mst_obj05_complete_northgate_v1
0xB3CEB3E7 | Level_Isengard | watchtower_damage
0xB3D77FB0 | VO_Trng | VO_Trng-0332
0xB3D77FB3 | VO_Trng | VO_Trng-0334
0xB3DC0253 | Effects | ladder_dismount
0xB3EFA61D | VO_MinasTir | vo_mst_obj03_remind_2ndring_v1
0xB3EFA61E | VO_MinasTir | vo_mst_obj03_remind_2ndring_v2
0xB3F663A4 | VO_HelmsDeep | play_vo_hmd_obj11_fail_torchbearer_v1
0xB420A5F8 | VO_MinasMorg | VO_MinasMorg-0082
0xB45934CB | Level_MountDoom | rocks_fall_a
0xB4606CD1 | ChatterHeroBalrog | ChatterHeroBalrog-0086
0xB4606CD2 | ChatterHeroBalrog | ChatterHeroBalrog-0088
0xB4606CD3 | ChatterHeroBalrog | ChatterHeroBalrog-0090
0xB470D3FB | VO_Pelennor | VO_Pelennor-0094
0xB48DBAF0 | Level_Moria | gusty_wind_bys_lp
0xB4AA5CD9 | VO_MountDoom | play_vo_dom_obj04_remind_ritual_v2
0xB4AA5CDA | VO_MountDoom | play_vo_dom_obj04_remind_ritual_v1
0xB4D22C38 | Effects | ram_head_fire_loop
0xB4EB187C | ChatterGondor | ChatterGondor-0603
0xB508F378 | ChatterGondor | ChatterGondor-0563
0xB508F379 | ChatterGondor | ChatterGondor-0565
0xB508F37B | ChatterGondor | ChatterGondor-0561
0xB533E75E | VO_MinasMorg | VO_MinasMorg-0148
0xB53A0D23 | SFXBallista | SFXBallista-0035
0xB55FAFBA | VO_Shire | VO_Shire-0125
0xB56AB8B0 | VO_Moria | vo_mor_obj11_new_gandalf_v1
0xB5829591 | Effects | impact_dirt
0xB58A6A18 | VO_MountDoom | play_vo_dom_obj06_remind_cracks_v1
0xB58A6A1B | VO_MountDoom | play_vo_dom_obj06_remind_cracks_v2
0xB5A64817 | BaseCombat | foley_kick
0xB5EE54A3 | BaseCombat | BaseCombat-0787
0xB5F8C70D | Ambience | incoming
0xB614D48E | UI | ui_pickup
0xB62E2194 | ChatterUruk | ChatterUruk-0466
0xB62E2196 | ChatterUruk | ChatterUruk-0470
0xB62E2197 | ChatterUruk | ChatterUruk-0468
0xB65D6AB4 | ChatterHeroGimli | ChatterHeroGimli-0082
0xB65D6AB5 | ChatterHeroGimli | ChatterHeroGimli-0080
0xB65D6AB6 | ChatterHeroGimli | ChatterHeroGimli-0078
0xB69BA2D8 | HeroSauron | HeroSauron-0091
0xB6BCABF3 | VO_MinasTir | play_vo_mst_obj01_fail_maingate_v1
0xB6C3D91D | Level_MountDoom | Level_MountDoom-0186
0xB6CC943D | VO_Osgiliath | play_vo_osg_good_obj07_remind_sanctuary_v1
0xB6CC943E | VO_Osgiliath | VO_Osgiliath-0297
0xB6CC943F | VO_Osgiliath | VO_Osgiliath-0299
0xB6E082A8 | VO_MinasMorg | play_vo_mgl_obj00_support_throneroom_v1
0xB6E2C425 | VO_MinasMorg | play_vo_mgl_obj05_complete_cells_v1
0xB6FF567F | VoiceOver | play_vo_ctf_ringreturned_v1
0xB733C1E9 | Creatures | play_human_01
0xB7790C4A | VO_Osgiliath | VO_Osgiliath-0139
0xB7C31ABC | UI | ui_cancel
0xB7D50980 | Level_Osgiliath | Level_Osgiliath-0142
0xB802E894 | Level_Isengard | play_isen_intro
0xB8224B5A | Level_MountDoom | mtdoom_thunder
0xB84E5770 | VO_MinasTir | play_vo_mst_obj04_remind_gaterally_v3
0xB84E5771 | VO_MinasTir | play_vo_mst_obj04_remind_gaterally_v2
0xB84E5772 | VO_MinasTir | play_vo_mst_obj04_remind_gaterally_v1
0xB84F5EBB | Level_Isengard | Level_Isengard-0211
0xB84F5EBC | Level_Isengard | Level_Isengard-0209
0xB84F5EBD | Level_Isengard | Level_Isengard-0186
0xB84F5EBE | Level_Isengard | water_drips_heavy_a01
0xB8728399 | VO_Trng | play_vo_trn_needscout_support_01
0xB8A2BF44 | ChatterHeroLurtz | ChatterHeroLurtz-0118
0xB8A2BF45 | ChatterHeroLurtz | ChatterHeroLurtz-0116
0xB8A2BF46 | ChatterHeroLurtz | ChatterHeroLurtz-0114
0xB8ACBA3C | ChatterEvilHuman | ChatterEvilHuman-0452
0xB8ACBA3E | ChatterEvilHuman | ChatterEvilHuman-0456
0xB8ACBA3F | ChatterEvilHuman | ChatterEvilHuman-0454
0xB91F6928 | SFXEnt | Level_Isengard-0221
0xB933EFD1 | VO_Osgiliath | play_vo_osg_good_obj06_new_flare_v1
0xB97E08A0 | ChatterHobbit | ChatterHobbit-0576
0xB97E08A1 | ChatterHobbit | ChatterHobbit-0578
0xB97E08A3 | ChatterHobbit | ChatterHobbit-0574
0xB97E08A6 | ChatterHobbit | ChatterHobbit-0580
0xB9B9EBD6 | VO_Trng | play_vo_trn_levelstart_flavor_v1
0xB9D7FF0B | HeroSaruman | saruman_staff_hit
0xBA1D716F | Level_Trng | damage_palisades
0xBA6F65A0 | ChatterHeroWitchKing | ChatterHeroWitchKing-0101
0xBA6F65A2 | ChatterHeroWitchKing | ChatterHeroWitchKing-0105
0xBA6F65A3 | ChatterHeroWitchKing | ChatterHeroWitchKing-0103
0xBA7E47EB | VO_Weathertop | VO_Weathertop-0130
0xBACAA688 | ChatterElf | ChatterElf-0531
0xBACAA689 | ChatterElf | ChatterElf-0533
0xBACAA68B | ChatterElf | ChatterElf-0535
0xBACD75CF | Level_Moria | foley_grab_balrog_stone
0xBAEA2875 | VO_Moria | VO_Moria-0342
0xBB8FAEF9 | Level_MountDoom | ring_tempt_a01
0xBBB14F0A | BaseCombat | scout_midair
0xBBC2FA0E | VO_Isengard | play_vo_igd_obj03_new_firemachine_v1
0xBBD4C64A | VO_MinasTir | play_vo_mstt_obj03_complete_crown_v2
0xBBE701DC | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0061
0xBBE701DD | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0059
0xBBE701DE | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0057
0xBBECA840 | VO_HelmsDeep | play_vo_hmd_obj011_new_breach_v1
0xBC280492 | Level_HelmsDeep | helms_deeps_distant_army
0xBC358944 | ChatterHeroTheoden | ChatterHeroTheoden-0079
0xBC358945 | ChatterHeroTheoden | ChatterHeroTheoden-0081
0xBC358947 | ChatterHeroTheoden | ChatterHeroTheoden-0077
0xBC95CEF0 | ChatterHeroWormtongue | ChatterHeroWormtongue-0104
0xBCAFAACB | Music | stop_rivendell
0xBCD61A87 | BaseCombat | fire_sword
0xBD071A62 | Level_MinasMorg | watchtower_destroy
0xBD5344A0 | ChatterOrc | ChatterOrc-0452
0xBD5344A2 | ChatterOrc | ChatterOrc-0456
0xBD5344A3 | ChatterOrc | ChatterOrc-0454
0xBD76C2B8 | ChatterGondor | ChatterGondor-0425
0xBD76C2B9 | ChatterGondor | ChatterGondor-0427
0xBD76C2BB | ChatterGondor | ChatterGondor-0423
0xBDC37013 | SFXSiegeTower | siege_tower_destroy
0xBDDAD208 | ChatterHeroMouth | ChatterHeroMouth-0114
0xBDDAD209 | ChatterHeroMouth | ChatterHeroMouth-0116
0xBDDAD20B | ChatterHeroMouth | ChatterHeroMouth-0112
0xBDEB1BDA | VO_Moria | VO_Moria-0396
0xBE270A5D | ChatterHeroEowyn | ChatterHeroEowyn-0114
0xBE270A5E | ChatterHeroEowyn | ChatterHeroEowyn-0116
0xBE270A5F | ChatterHeroEowyn | ChatterHeroEowyn-0118
0xBE3E369B | VO_Moria | play_vo_mor_obj13_delsecond_new
0xBE50697A | SFXOliphant | play_oli_climb
0xBE5CE9E4 | VO_HelmsDeep | play_vo_hmd_obj00_remind_rally_v1
0xBE5CE9E6 | VO_HelmsDeep | play_vo_hmd_obj00_remind_rally_v3
0xBE5CE9E7 | VO_HelmsDeep | play_vo_hmd_obj00_remind_rally_v2
0xBE8A69B1 | Level_Moria | wood_door_break
0xBE8FA53D | ChatterElf | ChatterElf-0423
0xBE8FA53E | ChatterElf | ChatterElf-0425
0xBE8FA53F | ChatterElf | ChatterElf-0427
0xBE914D49 | VO_Shire | play_vo_shr_obj3_remind1_killtreebeardrev
0xBF0BF2DD | VO_Trng | play_vo_trn_thirdwave_remind_01
0xBF187C89 | Effects | Effects-0719
0xBF327285 | VO_Osgiliath | play_vo_osg_evil_obj03_complete_basilica_v2
0xBF327286 | VO_Osgiliath | play_vo_osg_evil_obj03_complete_basilica_v1
0xBF556459 | VO_HelmsDeep | play_vo_hmd_obj08_remind_mount_v1
0xBF7698D5 | VO_Isengard | play_vo_igd_obj04_remind_wormtongue_v2
0xBF7698D6 | VO_Isengard | play_vo_igd_obj04_remind_wormtongue_v1
0xBFA471FB | HeroGimli | play_gimli_axe
0xBFAEDB1D | VO_MinasMorg | VO_MinasMorg-0146
0xBFC0F870 | ChatterHeroFrodo | ChatterHeroFrodo-0065
0xBFC0F871 | ChatterHeroFrodo | ChatterHeroFrodo-0067
0xBFC0F873 | ChatterHeroFrodo | ChatterHeroFrodo-0063
0xBFC0F876 | ChatterHeroFrodo | ChatterHeroFrodo-0069
0xC0054CBA | SFXEagle | eagle_cry
0xC06EA5D9 | ChatterOrc | ChatterOrc-0548
0xC06EA5DA | ChatterOrc | ChatterOrc-0550
0xC06EA5DB | ChatterOrc | ChatterOrc-0552
0xC0C2BC0B | Level_Trng | training_outro
0xC0CFDA9F | VO_MinasTir | play_vo_mst_obj04_new_gaterally_v1
0xC130E820 | VO_Trng | play_vo_trn_magespecials_reminder_03
0xC130E821 | VO_Trng | play_vo_trn_magespecials_reminder_02
0xC130E822 | VO_Trng | play_vo_trn_magespecials_reminder_01
0xC13A8983 | ChatterHeroSaruman | ChatterHeroSaruman-0145
0xC13A8984 | ChatterHeroSaruman | ChatterHeroSaruman-0143
0xC13A8985 | ChatterHeroSaruman | ChatterHeroSaruman-0141
0xC13A8986 | ChatterHeroSaruman | ChatterHeroSaruman-0139
0xC13F6651 | VO_Osgiliath | play_vo_osg_evil_obj03_new_basilica_v1
0xC14557F8 | ChatterGondor | ChatterGondor-0559
0xC14557F9 | ChatterGondor | ChatterGondor-0557
0xC14557FA | ChatterGondor | ChatterGondor-0555
0xC1619F98 | ChatterOrc | ChatterOrc-0572
0xC1619F9A | ChatterOrc | ChatterOrc-0576
0xC1619F9B | ChatterOrc | ChatterOrc-0574
0xC17D4028 | ChatterHobbit | ChatterHobbit-0666
0xC17D402D | ChatterHobbit | ChatterHobbit-0660
0xC17D402E | ChatterHobbit | ChatterHobbit-0662
0xC17D402F | ChatterHobbit | ChatterHobbit-0664
0xC181A465 | Level_Rivendell | river_laps_lp
0xC1B8CA38 | VO_Pelennor | play_vo_plf_obj02_update_towers_v2
0xC1B8CA3B | VO_Pelennor | play_vo_plf_obj02_update_towers_v1
0xC1DE42B0 | VoiceOver | VoiceOver-0153
0xC1DE42B1 | VoiceOver | VoiceOver-0155
0xC1DE42B3 | VoiceOver | VoiceOver-0151
0xC1DE42B6 | VoiceOver | VoiceOver-0157
0xC213F545 | Level_MountDoom | amb_lava_bubble
0xC215E89B | Level_MountDoom | ChatterHeroNazgul-0156
0xC215E89C | Level_MountDoom | ChatterHeroNazgul-0154
0xC215E89D | Level_MountDoom | ChatterHeroNazgul-0152
0xC215E89E | Level_MountDoom | ChatterHeroNazgul-0150
0xC2200DBC | Creatures | bodyfall_roll
0xC2299AA7 | BaseCombat | impact
0xC22CA29A | VoiceOver | play_vo_ctf_evilhasring_v1
0xC26DC2AB | VO_Osgiliath | play_vo_osg_good_obj03_new_wave2_v1
0xC28E49B5 | VO_Shire | play_vo_shr_obj5_remind2_destroyhomes
0xC3394868 | ChatterOrc | ChatterOrc-0532
0xC3394869 | ChatterOrc | ChatterOrc-0534
0xC339486B | ChatterOrc | ChatterOrc-0530
0xC33C0EAE | VO_Moria | play_vo_mor_obj12_secondsac_new_alt
0xC3A45DC1 | VO_Shire | VO_Shire-0117
0xC3CD8883 | VO_Shire | play_vo_shr_obj3_remind3_killtreebeardrev
0xC411DD8D | BaseCombat | ranged_attack_release
0xC42D9451 | Effects | Effects-0797
0xC43684D8 | VoiceOver | play_vo_chat_allliveslost_ringwraith_v2
0xC43684D9 | VoiceOver | play_vo_chat_allliveslost_ringwraith_v3
0xC43684DB | VoiceOver | play_vo_chat_allliveslost_ringwraith_v1
0xC4525DC0 | ChatterHeroGimli | ChatterHeroGimli-0074
0xC461F2B9 | VO_Moria | play_vo_mor_obj5_acqfirst_remind
0xC487364D | HeroElrond | HeroElrond-0069
0xC4C4384C | ChatterHeroEowyn | ChatterHeroEowyn-0088
0xC4C4384E | ChatterHeroEowyn | ChatterHeroEowyn-0092
0xC4C4384F | ChatterHeroEowyn | ChatterHeroEowyn-0090
0xC4D70B12 | VO_Trng | play_vo_trn_controlpoint_complete_01
0xC4F463C1 | Creatures | human_death_vox
0xC51CBCA6 | VO_MinasTir | vo_mst_obj02_complete_towers_v1
0xC562D034 | Level_MountDoom | ChatterHeroNazgul-0126
0xC562D036 | Level_MountDoom | ChatterHeroNazgul-0130
0xC562D037 | Level_MountDoom | ChatterHeroNazgul-0128
0xC567A974 | VO_Isengard | play_vo_igd_obj10_new_saruman_v1
0xC581EB48 | VO_Osgiliath | play_vo_osg_evil_obj05_remind_escort_v1
0xC581EB4A | VO_Osgiliath | play_vo_osg_evil_obj05_remind_escort_v3
